,Density,Trajectory,Discovered Shortest Path,Final Shortest Path,Processed Cells,Trial
0,0.27,329,245,201,272151,66
0,0.3,369,277,201,275699,66
0,0.32999999999999996,395,265,213,648742,66
0,0.0,201,201,201,10201,67
0,0.03,201,201,201,21683,67
0,0.06,217,217,201,24419,67
0,0.09,227,221,201,93628,67
0,0.12,273,245,201,124453,67
0,0.15,223,219,201,92638,67
0,0.18,227,217,201,62885,67
0,0.21,279,259,201,150958,67
0,0.24,327,247,201,140771,67
0,0.27,281,237,201,290496,67
0,0.3,489,313,209,617804,67
0,0.32999999999999996,523,269,223,668033,67
0,0.0,201,201,201,10201,68
0,0.03,205,205,201,35306,68
0,0.06,221,215,201,75847,68
0,0.09,229,217,201,79517,68
0,0.12,245,231,201,61934,68
0,0.15,231,217,201,164020,68
0,0.18,245,223,201,175564,68
0,0.21,275,225,201,163308,68
0,0.24,301,255,201,205163,68
0,0.27,293,227,201,334156,68
0,0.3,389,257,207,494814,68
0,0.32999999999999996,403,247,207,534901,68
0,0.0,201,201,201,10201,69
0,0.03,207,207,201,23406,69
0,0.06,219,215,201,34467,69
0,0.09,225,217,201,55191,69
0,0.12,227,217,201,96147,69
0,0.15,247,227,201,107668,69
0,0.18,275,225,201,304723,69
0,0.21,347,269,201,216632,69
0,0.24,301,241,201,263882,69
0,0.27,369,255,201,378339,69
0,0.3,239,217,201,249576,69
0,0.32999999999999996,397,279,211,474645,69
0,0.0,201,201,201,10201,70
0,0.03,205,203,201,22536,70
0,0.06,217,211,201,21953,70
0,0.09,221,213,201,67522,70
0,0.12,239,219,201,55263,70
0,0.15,243,227,201,119464,70
0,0.18,241,225,201,183070,70
0,0.21,263,219,201,240062,70
0,0.24,361,287,201,241669,70
0,0.27,351,253,209,328020,70
0,0.3,375,263,203,492160,70
0,0.32999999999999996,395,279,209,306302,70
0,0.0,201,201,201,10201,71
0,0.03,207,207,201,10616,71
0,0.06,209,207,201,31997,71
0,0.09,215,215,201,67354,71
0,0.12,221,209,201,85627,71
0,0.15,251,231,201,94141,71
0,0.18,255,231,201,149646,71
0,0.21,271,233,201,199127,71
0,0.24,339,275,201,261951,71
0,0.27,431,273,203,385959,71
0,0.3,489,285,209,771415,71
0,0.32999999999999996,521,315,205,547544,71
0,0.0,201,201,201,10201,72
0,0.03,205,205,201,16578,72
0,0.06,213,205,201,70460,72
0,0.09,219,213,201,47334,72
0,0.12,243,223,201,97508,72
0,0.15,267,237,201,70308,72
0,0.18,243,223,201,166346,72
0,0.21,277,239,201,187190,72
0,0.24,309,245,203,375262,72
0,0.27,311,243,201,334021,72
0,0.3,301,243,201,241084,72
0,0.32999999999999996,587,283,205,904987,72
0,0.0,201,201,201,10201,73
0,0.03,203,203,201,14138,73
0,0.06,219,215,201,40148,73
0,0.09,229,219,201,86365,73
0,0.12,249,235,201,57389,73
0,0.15,253,233,201,87486,73
0,0.18,243,215,201,139141,73
0,0.21,265,233,201,139673,73
0,0.24,331,267,201,181267,73
0,0.27,279,243,201,217933,73
0,0.3,345,235,203,406377,73
0,0.32999999999999996,327,243,203,400010,73
0,0.0,201,201,201,10201,74
0,0.03,207,207,201,32649,74
0,0.06,217,213,201,56621,74
0,0.09,221,215,201,80252,74
0,0.12,251,237,201,93979,74
0,0.15,243,225,201,164904,74
0,0.18,223,217,201,128043,74
0,0.21,255,231,201,208318,74
0,0.24,315,261,201,313074,74
0,0.27,407,303,201,380551,74
0,0.3,421,299,205,326941,74
0,0.32999999999999996,379,261,203,367069,74
0,0.0,201,201,201,10201,75
0,0.03,205,205,201,20384,75
0,0.06,215,215,201,47159,75
0,0.09,227,219,201,74648,75
0,0.12,247,231,201,102414,75
0,0.15,233,229,201,103577,75
0,0.18,267,239,201,100332,75
0,0.21,277,235,201,176460,75
0,0.24,277,233,201,211553,75
0,0.27,281,241,201,321892,75
0,0.3,663,339,201,500886,75
0,0.32999999999999996,537,339,213,622773,75
0,0.0,201,201,201,10201,76
0,0.03,207,207,201,19722,76
0,0.06,215,215,201,32635,76
0,0.09,219,213,201,55504,76
0,0.12,225,221,201,90794,76
0,0.15,265,243,201,80312,76
0,0.18,259,239,201,132388,76
0,0.21,271,235,201,127769,76
0,0.24,291,243,203,316020,76
0,0.27,391,295,203,345631,76
0,0.3,369,259,215,358569,76
0,0.32999999999999996,405,283,205,439990,76
0,0.0,201,201,201,10201,77
0,0.03,201,201,201,18491,77
0,0.06,235,227,201,27576,77
0,0.09,219,215,201,55836,77
0,0.12,217,213,201,125635,77
0,0.15,243,225,201,106255,77
0,0.18,237,227,201,138424,77
0,0.21,245,227,201,260007,77
0,0.24,299,237,203,296114,77
0,0.27,283,245,201,155527,77
0,0.3,399,261,205,530751,77
0,0.32999999999999996,361,255,203,308913,77
0,0.0,201,201,201,10201,78
0,0.03,201,201,201,26836,78
0,0.06,217,213,201,29362,78
0,0.09,229,225,201,51927,78
0,0.12,225,211,201,86847,78
0,0.15,257,227,201,136526,78
0,0.18,269,229,201,139605,78
0,0.21,275,231,201,226378,78
0,0.24,281,259,201,146639,78
0,0.27,329,251,203,319185,78
0,0.3,481,271,201,420660,78
0,0.32999999999999996,569,315,201,505431,78
0,0.0,201,201,201,10201,79
0,0.03,209,209,201,22689,79
0,0.06,215,209,201,73332,79
0,0.09,215,209,201,85924,79
0,0.12,233,227,201,94090,79
0,0.15,233,219,201,132877,79
0,0.18,267,231,201,117876,79
0,0.21,267,225,201,175564,79
0,0.24,321,249,201,277901,79
0,0.27,371,259,203,327098,79
0,0.3,453,275,203,567621,79
0,0.32999999999999996,367,233,207,381718,79
0,0.0,201,201,201,10201,80
0,0.03,215,213,201,48426,80
0,0.06,211,207,201,31135,80
0,0.09,237,223,201,75477,80
0,0.12,229,225,201,30704,80
0,0.15,223,217,201,79461,80
0,0.18,241,229,201,184346,80
0,0.21,309,229,201,246219,80
0,0.24,379,267,205,295285,80
0,0.27,317,235,201,338303,80
0,0.3,315,257,201,278069,80
0,0.32999999999999996,459,319,221,441928,80
0,0.0,201,201,201,10201,81
0,0.03,209,209,201,35184,81
0,0.06,223,215,201,66906,81
0,0.09,213,211,201,45943,81
0,0.12,255,233,201,70611,81
0,0.15,241,225,201,86612,81
0,0.18,261,235,201,193066,81
0,0.21,245,225,201,156538,81
0,0.24,311,255,201,185437,81
0,0.27,343,251,201,229165,81
0,0.3,401,253,203,452999,81
0,0.32999999999999996,407,273,215,386192,81
0,0.0,201,201,201,10201,82
0,0.03,211,211,201,24395,82
0,0.06,217,215,201,58497,82
0,0.09,217,217,201,51748,82
0,0.12,235,217,201,90917,82
0,0.15,265,237,201,119602,82
0,0.18,295,251,201,163943,82
0,0.21,297,241,201,293050,82
0,0.24,331,245,201,231570,82
0,0.27,377,291,201,394910,82
0,0.3,503,291,211,631465,82
0,0.32999999999999996,699,279,207,523427,82
0,0.0,201,201,201,10201,83
0,0.03,209,207,201,18859,83
0,0.06,221,219,201,58408,83
0,0.09,229,221,201,56048,83
0,0.12,253,233,201,89038,83
0,0.15,231,219,201,121969,83
0,0.18,299,241,201,225006,83
0,0.21,281,235,201,288075,83
0,0.24,283,249,201,216307,83
0,0.27,321,243,201,295565,83
0,0.3,339,251,201,340198,83
0,0.32999999999999996,329,229,201,382765,83
0,0.0,201,201,201,10201,84
0,0.03,211,211,201,16649,84
0,0.06,207,205,201,76842,84
0,0.09,219,215,201,75123,84
0,0.12,225,213,201,58896,84
0,0.15,231,219,201,79243,84
0,0.18,243,229,201,154849,84
0,0.21,263,223,201,210185,84
0,0.24,319,257,201,132131,84
0,0.27,289,233,201,270863,84
0,0.3,425,285,201,468481,84
0,0.32999999999999996,497,269,213,419802,84
0,0.0,201,201,201,10201,85
0,0.03,213,213,201,10930,85
0,0.06,223,215,201,69569,85
0,0.09,231,219,201,56824,85
0,0.12,235,223,201,86723,85
0,0.15,257,241,201,125016,85
0,0.18,285,253,201,144758,85
0,0.21,285,245,201,210998,85
0,0.24,263,225,201,172558,85
0,0.27,331,255,201,336733,85
0,0.3,287,229,201,264934,85
0,0.32999999999999996,417,273,209,451845,85
0,0.0,201,201,201,10201,86
0,0.03,207,207,201,34533,86
0,0.06,225,221,201,24218,86
0,0.09,247,221,201,101638,86
0,0.12,221,213,201,67477,86
0,0.15,257,229,201,131056,86
0,0.18,255,235,201,148730,86
0,0.21,249,225,201,183816,86
0,0.24,379,259,201,352281,86
0,0.27,351,241,203,295234,86
0,0.3,403,255,203,316299,86
0,0.32999999999999996,473,269,203,504862,86
0,0.0,201,201,201,10201,87
0,0.03,203,203,201,17478,87
0,0.06,219,217,201,44997,87
0,0.09,233,219,201,65565,87
0,0.12,219,217,201,24476,87
0,0.15,233,217,201,167220,87
0,0.18,251,229,201,121963,87
0,0.21,279,235,203,319310,87
0,0.24,297,241,201,199938,87
0,0.27,333,251,201,329006,87
0,0.3,491,313,205,395028,87
0,0.32999999999999996,611,315,231,442255,87
0,0.0,201,201,201,10201,88
0,0.03,205,205,201,30477,88
0,0.06,217,215,201,81684,88
0,0.09,221,217,201,86580,88
0,0.12,233,223,201,85172,88
0,0.15,223,213,201,95634,88
0,0.18,249,229,201,224449,88
0,0.21,277,231,201,249400,88
0,0.24,355,271,201,286017,88
0,0.27,339,261,201,249713,88
0,0.3,307,229,205,233526,88
0,0.32999999999999996,379,261,211,475384,88
0,0.0,201,201,201,10201,89
0,0.03,213,213,201,23532,89
0,0.06,209,207,201,61609,89
0,0.09,223,215,201,50759,89
0,0.12,233,223,201,91523,89
0,0.15,253,233,201,90862,89
0,0.18,243,229,201,82869,89
0,0.21,279,225,201,184195,89
0,0.24,307,261,201,285048,89
0,0.27,303,243,201,358907,89
0,0.3,335,259,213,400971,89
0,0.32999999999999996,413,257,225,638723,89
0,0.0,201,201,201,10201,90
0,0.03,205,203,201,29534,90
0,0.06,223,219,201,31131,90
0,0.09,223,217,201,46717,90
0,0.12,219,219,201,52472,90
0,0.15,235,219,201,107914,90
0,0.18,249,231,201,195924,90
0,0.21,249,229,201,121283,90
0,0.24,271,235,201,181569,90
0,0.27,301,249,201,295826,90
0,0.3,317,259,209,432880,90
0,0.32999999999999996,355,247,211,420219,90
0,0.0,201,201,201,10201,91
0,0.03,207,207,201,18072,91
0,0.06,227,225,201,47742,91
0,0.09,229,227,201,63398,91
0,0.12,219,213,201,106951,91
0,0.15,261,229,201,191598,91
0,0.18,241,225,201,136553,91
0,0.21,265,233,201,172094,91
0,0.24,293,245,201,232074,91
0,0.27,409,275,201,397431,91
0,0.3,383,263,201,348128,91
0,0.32999999999999996,483,299,225,577603,91
0,0.0,201,201,201,10201,92
0,0.03,207,205,201,63279,92
0,0.06,207,205,201,68567,92
0,0.09,217,215,201,58164,92
0,0.12,225,219,201,104096,92
0,0.15,243,225,201,143280,92
0,0.18,279,249,201,196169,92
0,0.21,315,243,201,215597,92
0,0.24,281,231,201,183249,92
0,0.27,547,281,203,436851,92
0,0.3,483,307,203,462712,92
0,0.32999999999999996,515,323,221,485740,92
0,0.0,201,201,201,10201,93
0,0.03,209,205,201,25710,93
0,0.06,229,217,201,45092,93
0,0.09,221,215,201,76776,93
0,0.12,229,221,201,74518,93
0,0.15,231,211,201,192378,93
0,0.18,327,245,201,129354,93
0,0.21,265,227,201,141342,93
0,0.24,295,241,201,303200,93
0,0.27,391,251,203,189552,93
0,0.3,347,245,201,210609,93
0,0.32999999999999996,435,303,217,343766,93
0,0.0,201,201,201,10201,94
0,0.03,205,205,201,22835,94
0,0.06,205,205,201,22341,94
0,0.09,219,211,201,93772,94
0,0.12,259,235,201,90639,94
0,0.15,257,237,201,124333,94
0,0.18,271,245,201,105397,94
0,0.21,289,241,201,184194,94
0,0.24,353,239,203,332597,94
0,0.27,503,295,201,379510,94
0,0.3,301,245,203,372496,94
0,0.32999999999999996,441,271,209,396494,94
0,0.0,201,201,201,10201,95
0,0.03,219,219,201,28624,95
0,0.06,215,215,201,56736,95
0,0.09,211,209,201,28354,95
0,0.12,229,219,201,96650,95
0,0.15,233,221,201,97903,95
0,0.18,247,227,201,81485,95
0,0.21,335,261,201,215429,95
0,0.24,283,241,201,172781,95
0,0.27,321,249,203,183697,95
0,0.3,371,265,201,358288,95
0,0.32999999999999996,367,271,211,474160,95
0,0.0,201,201,201,10201,96
0,0.03,203,203,201,34047,96
0,0.06,207,205,201,38663,96
0,0.09,213,213,201,38279,96
0,0.12,231,223,201,49755,96
0,0.15,241,233,201,61595,96
0,0.18,257,229,201,162684,96
0,0.21,295,243,201,141331,96
0,0.24,411,273,201,273420,96
0,0.27,295,245,201,294107,96
0,0.3,349,241,207,615355,96
0,0.32999999999999996,435,271,207,424565,96
0,0.0,201,201,201,10201,97
0,0.03,207,207,201,21506,97
0,0.06,215,209,201,55505,97
0,0.09,225,219,201,44413,97
0,0.12,243,229,201,91075,97
0,0.15,231,217,201,153228,97
0,0.18,251,235,201,98941,97
0,0.21,309,251,201,185150,97
0,0.24,295,241,201,192742,97
0,0.27,319,233,203,226832,97
0,0.3,443,301,201,410906,97
0,0.32999999999999996,433,291,233,290388,97
0,0.0,201,201,201,10201,98
0,0.03,205,205,201,27319,98
0,0.06,227,217,201,40852,98
0,0.09,217,211,201,66820,98
0,0.12,213,211,201,90461,98
0,0.15,229,217,201,115201,98
0,0.18,267,223,201,208745,98
0,0.21,285,251,201,138773,98
0,0.24,293,249,201,260139,98
0,0.27,387,267,201,273782,98
0,0.3,341,269,201,283163,98
0,0.32999999999999996,823,233,209,593768,98
0,0.0,201,201,201,10201,99
0,0.03,205,203,201,16916,99
0,0.06,209,207,201,94172,99
0,0.09,225,221,201,51007,99
0,0.12,223,213,201,136853,99
0,0.15,263,243,201,195134,99
0,0.18,275,249,201,194843,99
0,0.21,319,247,201,129437,99
0,0.24,367,265,201,251545,99
0,0.27,323,247,201,189795,99
0,0.3,291,235,203,253295,99
0,0.32999999999999996,519,283,209,789126,99
0,0.0,201,201,201,10201,100
0,0.03,207,207,201,15635,100
0,0.06,217,213,201,61532,100
0,0.09,221,215,201,72539,100
0,0.12,225,217,201,67975,100
0,0.15,241,219,201,127722,100
0,0.18,247,233,201,174552,100
0,0.21,243,223,201,172457,100
0,0.24,341,259,201,276911,100
0,0.27,321,241,205,278481,100
0,0.3,317,235,205,383755,100
0,0.32999999999999996,421,281,203,334814,100
