,Time,Heuristic,Density,Trajectory
0,0.06606578826904297,Combined Manhattan Euclidian,0.1,205
0,2.5926499366760254,Chebyshev,0.2,219
0,1.735919713973999,Manhattan,0.2,255
0,2.64481782913208,Euclidian,0.2,219
0,0.07087206840515137,Weighted Manhattan,0.2,255
0,0.08798789978027344,Combined Chebyshev Manhattan,0.2,219
0,0.09383511543273926,Combined Chebyshev Euclidian,0.2,219
0,0.09229183197021484,Combined Manhattan Euclidian,0.2,219
0,5.596903085708618,Chebyshev,0.30000000000000004,315
0,4.958373785018921,Manhattan,0.30000000000000004,345
0,5.781507730484009,Euclidian,0.30000000000000004,315
0,0.18552303314208984,Weighted Manhattan,0.30000000000000004,345
0,0.18566107749938965,Combined Chebyshev Manhattan,0.30000000000000004,311
0,0.21538686752319336,Combined Chebyshev Euclidian,0.30000000000000004,309
0,0.21703791618347168,Combined Manhattan Euclidian,0.30000000000000004,309
0,0.1553051471710205,Chebyshev,0.0,201
0,0.14362692832946777,Manhattan,0.0,201
0,0.1749591827392578,Euclidian,0.0,201
0,0.004341840744018555,Weighted Manhattan,0.0,201
0,0.009716033935546875,Combined Chebyshev Manhattan,0.0,201
0,0.008987188339233398,Combined Chebyshev Euclidian,0.0,201
0,0.007041215896606445,Combined Manhattan Euclidian,0.0,201
0,2.4934709072113037,Chebyshev,0.1,205
0,1.0063412189483643,Manhattan,0.1,221
0,2.6421291828155518,Euclidian,0.1,205
0,0.042205095291137695,Weighted Manhattan,0.1,221
0,0.08487176895141602,Combined Chebyshev Manhattan,0.1,205
0,0.09625983238220215,Combined Chebyshev Euclidian,0.1,205
0,0.08711719512939453,Combined Manhattan Euclidian,0.1,205
0,4.068279027938843,Chebyshev,0.2,237
0,2.065717935562134,Manhattan,0.2,263
0,5.003449201583862,Euclidian,0.2,237
0,0.07608294486999512,Weighted Manhattan,0.2,263
0,0.12577605247497559,Combined Chebyshev Manhattan,0.2,237
0,0.15466690063476562,Combined Chebyshev Euclidian,0.2,237
0,0.145125150680542,Combined Manhattan Euclidian,0.2,237
0,10.145344018936157,Chebyshev,0.30000000000000004,413
0,7.225109100341797,Manhattan,0.30000000000000004,507
0,10.740663051605225,Euclidian,0.30000000000000004,413
0,0.27001333236694336,Weighted Manhattan,0.30000000000000004,521
0,0.3099508285522461,Combined Chebyshev Manhattan,0.30000000000000004,405
0,0.35739803314208984,Combined Chebyshev Euclidian,0.30000000000000004,403
0,0.3633840084075928,Combined Manhattan Euclidian,0.30000000000000004,403
0,0.16455698013305664,Chebyshev,0.0,201
0,0.14369678497314453,Manhattan,0.0,201
0,0.18048810958862305,Euclidian,0.0,201
0,0.00447392463684082,Weighted Manhattan,0.0,201
0,0.006941080093383789,Combined Chebyshev Manhattan,0.0,201
0,0.006685018539428711,Combined Chebyshev Euclidian,0.0,201
0,0.0073108673095703125,Combined Manhattan Euclidian,0.0,201
0,1.5799479484558105,Chebyshev,0.1,203
0,0.8897671699523926,Manhattan,0.1,231
0,1.7276530265808105,Euclidian,0.1,203
0,0.0419309139251709,Weighted Manhattan,0.1,231
0,0.05316805839538574,Combined Chebyshev Manhattan,0.1,203
0,0.05310487747192383,Combined Chebyshev Euclidian,0.1,203
0,0.05812811851501465,Combined Manhattan Euclidian,0.1,203
0,2.754110813140869,Chebyshev,0.2,225
0,1.6931159496307373,Manhattan,0.2,243
0,2.826418876647949,Euclidian,0.2,225
0,0.06986784934997559,Weighted Manhattan,0.2,243
0,0.0940852165222168,Combined Chebyshev Manhattan,0.2,225
0,0.09965705871582031,Combined Chebyshev Euclidian,0.2,225
0,0.10161304473876953,Combined Manhattan Euclidian,0.2,225
0,6.8028059005737305,Chebyshev,0.30000000000000004,375
0,4.857304096221924,Manhattan,0.30000000000000004,391
0,7.230067253112793,Euclidian,0.30000000000000004,375
0,0.18427181243896484,Weighted Manhattan,0.30000000000000004,385
0,0.22466206550598145,Combined Chebyshev Manhattan,0.30000000000000004,375
0,0.2425098419189453,Combined Chebyshev Euclidian,0.30000000000000004,369
0,0.265078067779541,Combined Manhattan Euclidian,0.30000000000000004,369
0,0.1591038703918457,Chebyshev,0.0,201
0,0.14975714683532715,Manhattan,0.0,201
0,0.18028593063354492,Euclidian,0.0,201
0,0.004873037338256836,Weighted Manhattan,0.0,201
0,0.007475137710571289,Combined Chebyshev Manhattan,0.0,201
0,0.006716728210449219,Combined Chebyshev Euclidian,0.0,201
0,0.006724119186401367,Combined Manhattan Euclidian,0.0,201
0,1.6565420627593994,Chebyshev,0.1,201
0,0.859623908996582,Manhattan,0.1,217
0,1.8207039833068848,Euclidian,0.1,201
0,0.033308982849121094,Weighted Manhattan,0.1,217
0,0.047213077545166016,Combined Chebyshev Manhattan,0.1,201
0,0.06267809867858887,Combined Chebyshev Euclidian,0.1,201
0,0.054724931716918945,Combined Manhattan Euclidian,0.1,201
0,2.671457052230835,Chebyshev,0.2,229
0,1.7437529563903809,Manhattan,0.2,243
0,2.804687976837158,Euclidian,0.2,229
0,0.06766009330749512,Weighted Manhattan,0.2,243
0,0.10277700424194336,Combined Chebyshev Manhattan,0.2,229
0,0.11593389511108398,Combined Chebyshev Euclidian,0.2,229
0,0.1116628646850586,Combined Manhattan Euclidian,0.2,229
0,6.326234817504883,Chebyshev,0.30000000000000004,329
0,3.4962661266326904,Manhattan,0.30000000000000004,331
0,6.604617118835449,Euclidian,0.30000000000000004,329
0,0.14390015602111816,Weighted Manhattan,0.30000000000000004,331
0,0.20185375213623047,Combined Chebyshev Manhattan,0.30000000000000004,327
0,0.23874902725219727,Combined Chebyshev Euclidian,0.30000000000000004,327
0,0.2321031093597412,Combined Manhattan Euclidian,0.30000000000000004,327
0,0.16530895233154297,Chebyshev,0.0,201
0,0.14667296409606934,Manhattan,0.0,201
0,0.18797016143798828,Euclidian,0.0,201
0,0.004428863525390625,Weighted Manhattan,0.0,201
0,0.00657200813293457,Combined Chebyshev Manhattan,0.0,201
0,0.006585836410522461,Combined Chebyshev Euclidian,0.0,201
0,0.006553173065185547,Combined Manhattan Euclidian,0.0,201
0,1.9853692054748535,Chebyshev,0.1,205
0,0.5232548713684082,Manhattan,0.1,231
0,2.2455530166625977,Euclidian,0.1,205
0,0.02464008331298828,Weighted Manhattan,0.1,231
0,0.06685996055603027,Combined Chebyshev Manhattan,0.1,205
0,0.07312417030334473,Combined Chebyshev Euclidian,0.1,205
0,0.08931398391723633,Combined Manhattan Euclidian,0.1,205
0,2.7313270568847656,Chebyshev,0.2,225
0,2.915842056274414,Manhattan,0.2,279
0,2.8512890338897705,Euclidian,0.2,225
0,0.11491608619689941,Weighted Manhattan,0.2,279
0,0.10371088981628418,Combined Chebyshev Manhattan,0.2,225
0,0.11220192909240723,Combined Chebyshev Euclidian,0.2,225
0,0.11369085311889648,Combined Manhattan Euclidian,0.2,225
0,10.350735902786255,Chebyshev,0.30000000000000004,539
0,6.291921854019165,Manhattan,0.30000000000000004,553
0,10.62696123123169,Euclidian,0.30000000000000004,539
0,0.23162007331848145,Weighted Manhattan,0.30000000000000004,559
0,0.35590672492980957,Combined Chebyshev Manhattan,0.30000000000000004,551
0,0.3910939693450928,Combined Chebyshev Euclidian,0.30000000000000004,587
0,0.3995227813720703,Combined Manhattan Euclidian,0.30000000000000004,587
0,0.15964698791503906,Chebyshev,0.0,201
0,0.15018320083618164,Manhattan,0.0,201
0,0.17816495895385742,Euclidian,0.0,201
0,0.004395961761474609,Weighted Manhattan,0.0,201
0,0.010174989700317383,Combined Chebyshev Manhattan,0.0,201
0,0.007325887680053711,Combined Chebyshev Euclidian,0.0,201
0,0.008136749267578125,Combined Manhattan Euclidian,0.0,201
0,1.0030956268310547,Chebyshev,0.1,205
0,1.00180983543396,Manhattan,0.1,231
0,1.0148518085479736,Euclidian,0.1,205
0,0.04399991035461426,Weighted Manhattan,0.1,231
0,0.04008889198303223,Combined Chebyshev Manhattan,0.1,205
0,0.045094966888427734,Combined Chebyshev Euclidian,0.1,205
0,0.041758060455322266,Combined Manhattan Euclidian,0.1,205
0,3.81199312210083,Chebyshev,0.2,219
0,2.2072818279266357,Manhattan,0.2,301
0,4.034324884414673,Euclidian,0.2,219
0,0.08987021446228027,Weighted Manhattan,0.2,301
0,0.11797189712524414,Combined Chebyshev Manhattan,0.2,219
0,0.13664579391479492,Combined Chebyshev Euclidian,0.2,219
0,0.14200425148010254,Combined Manhattan Euclidian,0.2,219
0,6.613465070724487,Chebyshev,0.30000000000000004,347
0,5.13470196723938,Manhattan,0.30000000000000004,381
0,6.703283071517944,Euclidian,0.30000000000000004,347
0,0.2119920253753662,Weighted Manhattan,0.30000000000000004,381
0,0.2179710865020752,Combined Chebyshev Manhattan,0.30000000000000004,347
0,0.2541313171386719,Combined Chebyshev Euclidian,0.30000000000000004,357
0,0.2534358501434326,Combined Manhattan Euclidian,0.30000000000000004,357
0,0.15841412544250488,Chebyshev,0.0,201
0,0.14716577529907227,Manhattan,0.0,201
0,0.17899489402770996,Euclidian,0.0,201
0,0.0047719478607177734,Weighted Manhattan,0.0,201
0,0.00679779052734375,Combined Chebyshev Manhattan,0.0,201
0,0.008618831634521484,Combined Chebyshev Euclidian,0.0,201
0,0.009551763534545898,Combined Manhattan Euclidian,0.0,201
0,1.9217190742492676,Chebyshev,0.1,205
0,1.4897379875183105,Manhattan,0.1,225
0,2.072458028793335,Euclidian,0.1,205
0,0.06064796447753906,Weighted Manhattan,0.1,225
0,0.05903315544128418,Combined Chebyshev Manhattan,0.1,205
0,0.07469582557678223,Combined Chebyshev Euclidian,0.1,205
0,0.07538414001464844,Combined Manhattan Euclidian,0.1,205
0,3.7393269538879395,Chebyshev,0.2,237
0,2.098231077194214,Manhattan,0.2,299
0,4.001149892807007,Euclidian,0.2,237
0,0.0983278751373291,Weighted Manhattan,0.2,299
0,0.1270890235900879,Combined Chebyshev Manhattan,0.2,237
0,0.1494617462158203,Combined Chebyshev Euclidian,0.2,237
0,0.15040898323059082,Combined Manhattan Euclidian,0.2,237
0,7.34865403175354,Chebyshev,0.30000000000000004,281
0,4.743916988372803,Manhattan,0.30000000000000004,321
0,8.211195945739746,Euclidian,0.30000000000000004,281
0,0.1534421443939209,Weighted Manhattan,0.30000000000000004,321
0,0.19679594039916992,Combined Chebyshev Manhattan,0.30000000000000004,313
0,0.24475336074829102,Combined Chebyshev Euclidian,0.30000000000000004,321
0,0.24956417083740234,Combined Manhattan Euclidian,0.30000000000000004,321
0,0.14281201362609863,Chebyshev,0.0,201
0,0.1433401107788086,Manhattan,0.0,201
0,0.15732812881469727,Euclidian,0.0,201
0,0.004288911819458008,Weighted Manhattan,0.0,201
0,0.0058171749114990234,Combined Chebyshev Manhattan,0.0,201
0,0.006463050842285156,Combined Chebyshev Euclidian,0.0,201
0,0.006443023681640625,Combined Manhattan Euclidian,0.0,201
0,1.6519019603729248,Chebyshev,0.1,205
0,0.6371231079101562,Manhattan,0.1,229
0,1.7040719985961914,Euclidian,0.1,205
0,0.030862808227539062,Weighted Manhattan,0.1,229
0,0.0559229850769043,Combined Chebyshev Manhattan,0.1,205
0,0.05786705017089844,Combined Chebyshev Euclidian,0.1,205
0,0.057399749755859375,Combined Manhattan Euclidian,0.1,205
0,3.7251830101013184,Chebyshev,0.2,231
0,1.7146198749542236,Manhattan,0.2,279
0,3.6765341758728027,Euclidian,0.2,231
0,0.0769500732421875,Weighted Manhattan,0.2,279
0,0.11278700828552246,Combined Chebyshev Manhattan,0.2,231
0,0.12823915481567383,Combined Chebyshev Euclidian,0.2,231
0,0.1271219253540039,Combined Manhattan Euclidian,0.2,231
0,4.323523998260498,Chebyshev,0.30000000000000004,289
0,3.300666093826294,Manhattan,0.30000000000000004,359
0,4.487044811248779,Euclidian,0.30000000000000004,289
0,0.12913012504577637,Weighted Manhattan,0.30000000000000004,359
0,0.1330859661102295,Combined Chebyshev Manhattan,0.30000000000000004,289
0,0.1524498462677002,Combined Chebyshev Euclidian,0.30000000000000004,289
0,0.15390300750732422,Combined Manhattan Euclidian,0.30000000000000004,289
0,0.13949012756347656,Chebyshev,0.0,201
0,0.13385701179504395,Manhattan,0.0,201
0,0.15575003623962402,Euclidian,0.0,201
0,0.004302263259887695,Weighted Manhattan,0.0,201
0,0.0058939456939697266,Combined Chebyshev Manhattan,0.0,201
0,0.006544351577758789,Combined Chebyshev Euclidian,0.0,201
0,0.006634950637817383,Combined Manhattan Euclidian,0.0,201
0,1.4207649230957031,Chebyshev,0.1,207
0,0.3560750484466553,Manhattan,0.1,229
0,1.4610390663146973,Euclidian,0.1,207
0,0.019323110580444336,Weighted Manhattan,0.1,229
0,0.044098854064941406,Combined Chebyshev Manhattan,0.1,207
0,0.05037999153137207,Combined Chebyshev Euclidian,0.1,207
0,0.05957913398742676,Combined Manhattan Euclidian,0.1,207
0,2.643679141998291,Chebyshev,0.2,249
0,1.788043737411499,Manhattan,0.2,299
0,2.7057242393493652,Euclidian,0.2,249
0,0.07715630531311035,Weighted Manhattan,0.2,299
0,0.08681201934814453,Combined Chebyshev Manhattan,0.2,249
0,0.10658788681030273,Combined Chebyshev Euclidian,0.2,249
0,0.10052800178527832,Combined Manhattan Euclidian,0.2,249
0,5.159449815750122,Chebyshev,0.30000000000000004,327
0,2.944828987121582,Manhattan,0.30000000000000004,387
0,5.323832035064697,Euclidian,0.30000000000000004,327
0,0.13953018188476562,Weighted Manhattan,0.30000000000000004,393
0,0.166151762008667,Combined Chebyshev Manhattan,0.30000000000000004,327
0,0.19229793548583984,Combined Chebyshev Euclidian,0.30000000000000004,327
0,0.19039702415466309,Combined Manhattan Euclidian,0.30000000000000004,327
0,0.14194774627685547,Chebyshev,0.0,201
0,0.13110613822937012,Manhattan,0.0,201
0,0.16629314422607422,Euclidian,0.0,201
0,0.0045011043548583984,Weighted Manhattan,0.0,201
0,0.005966901779174805,Combined Chebyshev Manhattan,0.0,201
0,0.007301807403564453,Combined Chebyshev Euclidian,0.0,201
0,0.006697177886962891,Combined Manhattan Euclidian,0.0,201
0,1.798720121383667,Chebyshev,0.1,205
0,1.0133631229400635,Manhattan,0.1,241
0,1.8773880004882812,Euclidian,0.1,205
0,0.04904317855834961,Weighted Manhattan,0.1,241
0,0.0562129020690918,Combined Chebyshev Manhattan,0.1,205
0,0.06555390357971191,Combined Chebyshev Euclidian,0.1,205
0,0.06942105293273926,Combined Manhattan Euclidian,0.1,205
0,2.312833786010742,Chebyshev,0.2,211
0,1.6775078773498535,Manhattan,0.2,235
0,2.3783819675445557,Euclidian,0.2,211
0,0.07015109062194824,Weighted Manhattan,0.2,235
0,0.07982516288757324,Combined Chebyshev Manhattan,0.2,211
0,0.0827169418334961,Combined Chebyshev Euclidian,0.2,211
0,0.08425188064575195,Combined Manhattan Euclidian,0.2,211
0,4.661906957626343,Chebyshev,0.30000000000000004,441
0,3.351741075515747,Manhattan,0.30000000000000004,525
0,4.949120044708252,Euclidian,0.30000000000000004,441
0,0.2211589813232422,Weighted Manhattan,0.30000000000000004,523
0,0.19170594215393066,Combined Chebyshev Manhattan,0.30000000000000004,441
0,0.1704239845275879,Combined Chebyshev Euclidian,0.30000000000000004,271
0,0.16853117942810059,Combined Manhattan Euclidian,0.30000000000000004,271
0,0.14194321632385254,Chebyshev,0.0,201
0,0.12906384468078613,Manhattan,0.0,201
0,0.15811491012573242,Euclidian,0.0,201
0,0.004421710968017578,Weighted Manhattan,0.0,201
0,0.006151914596557617,Combined Chebyshev Manhattan,0.0,201
0,0.006599903106689453,Combined Chebyshev Euclidian,0.0,201
0,0.006657123565673828,Combined Manhattan Euclidian,0.0,201
0,1.185075044631958,Chebyshev,0.1,201
0,1.0197038650512695,Manhattan,0.1,221
0,1.229356050491333,Euclidian,0.1,201
0,0.039237022399902344,Weighted Manhattan,0.1,221
0,0.03694272041320801,Combined Chebyshev Manhattan,0.1,201
0,0.047231197357177734,Combined Chebyshev Euclidian,0.1,201
0,0.04338502883911133,Combined Manhattan Euclidian,0.1,201
0,4.464539051055908,Chebyshev,0.2,247
0,1.9335277080535889,Manhattan,0.2,255
0,4.979053020477295,Euclidian,0.2,247
0,0.09247016906738281,Weighted Manhattan,0.2,255
0,0.14820289611816406,Combined Chebyshev Manhattan,0.2,243
0,0.16142892837524414,Combined Chebyshev Euclidian,0.2,243
0,0.1622300148010254,Combined Manhattan Euclidian,0.2,243
0,5.1446311473846436,Chebyshev,0.30000000000000004,277
0,2.915775775909424,Manhattan,0.30000000000000004,449
0,5.39628005027771,Euclidian,0.30000000000000004,277
0,0.16142916679382324,Weighted Manhattan,0.30000000000000004,449
0,0.16340112686157227,Combined Chebyshev Manhattan,0.30000000000000004,277
0,0.18829703330993652,Combined Chebyshev Euclidian,0.30000000000000004,277
0,0.1849527359008789,Combined Manhattan Euclidian,0.30000000000000004,277
0,0.14392423629760742,Chebyshev,0.0,201
0,0.13344192504882812,Manhattan,0.0,201
0,0.16538333892822266,Euclidian,0.0,201
0,0.004324197769165039,Weighted Manhattan,0.0,201
0,0.006128072738647461,Combined Chebyshev Manhattan,0.0,201
0,0.006665945053100586,Combined Chebyshev Euclidian,0.0,201
0,0.00656890869140625,Combined Manhattan Euclidian,0.0,201
0,1.551274061203003,Chebyshev,0.1,201
0,0.9785752296447754,Manhattan,0.1,235
0,1.6468751430511475,Euclidian,0.1,201
0,0.038350820541381836,Weighted Manhattan,0.1,235
0,0.04930567741394043,Combined Chebyshev Manhattan,0.1,201
0,0.057051897048950195,Combined Chebyshev Euclidian,0.1,201
0,0.05773782730102539,Combined Manhattan Euclidian,0.1,201
0,3.3304221630096436,Chebyshev,0.2,251
0,2.152139186859131,Manhattan,0.2,271
0,3.392280101776123,Euclidian,0.2,251
0,0.08909106254577637,Weighted Manhattan,0.2,271
0,0.10910677909851074,Combined Chebyshev Manhattan,0.2,251
0,0.12250924110412598,Combined Chebyshev Euclidian,0.2,251
0,0.14497590065002441,Combined Manhattan Euclidian,0.2,251
0,5.683748006820679,Chebyshev,0.30000000000000004,279
0,3.6100618839263916,Manhattan,0.30000000000000004,415
0,5.759696960449219,Euclidian,0.30000000000000004,279
0,0.15061712265014648,Weighted Manhattan,0.30000000000000004,415
0,0.1700420379638672,Combined Chebyshev Manhattan,0.30000000000000004,279
0,0.20399785041809082,Combined Chebyshev Euclidian,0.30000000000000004,279
0,0.19864487648010254,Combined Manhattan Euclidian,0.30000000000000004,279
0,0.14201784133911133,Chebyshev,0.0,201
0,0.12912321090698242,Manhattan,0.0,201
0,0.1565539836883545,Euclidian,0.0,201
0,0.00436711311340332,Weighted Manhattan,0.0,201
0,0.006059885025024414,Combined Chebyshev Manhattan,0.0,201
0,0.006621122360229492,Combined Chebyshev Euclidian,0.0,201
0,0.0065228939056396484,Combined Manhattan Euclidian,0.0,201
0,1.6255617141723633,Chebyshev,0.1,205
0,1.0105462074279785,Manhattan,0.1,237
0,1.7160871028900146,Euclidian,0.1,205
0,0.05032706260681152,Weighted Manhattan,0.1,237
0,0.0494990348815918,Combined Chebyshev Manhattan,0.1,205
0,0.0566859245300293,Combined Chebyshev Euclidian,0.1,205
0,0.05631589889526367,Combined Manhattan Euclidian,0.1,205
0,2.558199882507324,Chebyshev,0.2,235
0,1.018846035003662,Manhattan,0.2,247
0,2.687211036682129,Euclidian,0.2,235
0,0.04628396034240723,Weighted Manhattan,0.2,247
0,0.07916688919067383,Combined Chebyshev Manhattan,0.2,235
0,0.08956599235534668,Combined Chebyshev Euclidian,0.2,235
0,0.08951020240783691,Combined Manhattan Euclidian,0.2,235
0,6.690387010574341,Chebyshev,0.30000000000000004,299
0,2.535881996154785,Manhattan,0.30000000000000004,315
0,7.800776958465576,Euclidian,0.30000000000000004,299
0,0.11148405075073242,Weighted Manhattan,0.30000000000000004,315
0,0.2099001407623291,Combined Chebyshev Manhattan,0.30000000000000004,299
0,0.23118281364440918,Combined Chebyshev Euclidian,0.30000000000000004,299
0,0.23705410957336426,Combined Manhattan Euclidian,0.30000000000000004,299
0,0.14829206466674805,Chebyshev,0.0,201
0,0.12860536575317383,Manhattan,0.0,201
0,0.15671610832214355,Euclidian,0.0,201
0,0.00439906120300293,Weighted Manhattan,0.0,201
0,0.006139039993286133,Combined Chebyshev Manhattan,0.0,201
0,0.006522178649902344,Combined Chebyshev Euclidian,0.0,201
0,0.006498098373413086,Combined Manhattan Euclidian,0.0,201
0,1.0665221214294434,Chebyshev,0.1,201
0,0.5115981101989746,Manhattan,0.1,235
0,1.3328938484191895,Euclidian,0.1,201
0,0.02791905403137207,Weighted Manhattan,0.1,235
0,0.03407406806945801,Combined Chebyshev Manhattan,0.1,201
0,0.039121150970458984,Combined Chebyshev Euclidian,0.1,201
0,0.04158186912536621,Combined Manhattan Euclidian,0.1,201
0,4.8242270946502686,Chebyshev,0.2,245
0,1.906459093093872,Manhattan,0.2,243
0,4.855395793914795,Euclidian,0.2,245
0,0.07387995719909668,Weighted Manhattan,0.2,243
0,0.13714814186096191,Combined Chebyshev Manhattan,0.2,245
0,0.16360974311828613,Combined Chebyshev Euclidian,0.2,245
0,0.15628409385681152,Combined Manhattan Euclidian,0.2,245
0,6.171695947647095,Chebyshev,0.30000000000000004,337
0,2.6112289428710938,Manhattan,0.30000000000000004,411
0,6.200843095779419,Euclidian,0.30000000000000004,337
0,0.13369083404541016,Weighted Manhattan,0.30000000000000004,415
0,0.19965076446533203,Combined Chebyshev Manhattan,0.30000000000000004,351
0,0.24358296394348145,Combined Chebyshev Euclidian,0.30000000000000004,363
0,0.23995494842529297,Combined Manhattan Euclidian,0.30000000000000004,363
0,0.1417691707611084,Chebyshev,0.0,201
0,0.13445496559143066,Manhattan,0.0,201
0,0.1598649024963379,Euclidian,0.0,201
0,0.004334926605224609,Weighted Manhattan,0.0,201
0,0.005978107452392578,Combined Chebyshev Manhattan,0.0,201
0,0.006574869155883789,Combined Chebyshev Euclidian,0.0,201
0,0.006607770919799805,Combined Manhattan Euclidian,0.0,201
0,3.003061056137085,Chebyshev,0.1,205
0,1.5090620517730713,Manhattan,0.1,239
0,1.4473717212677002,Euclidian,0.1,205
0,0.056749820709228516,Weighted Manhattan,0.1,239
0,0.043057918548583984,Combined Chebyshev Manhattan,0.1,205
0,0.055442094802856445,Combined Chebyshev Euclidian,0.1,205
0,0.04962897300720215,Combined Manhattan Euclidian,0.1,205
0,2.692870855331421,Chebyshev,0.2,239
0,0.8230857849121094,Manhattan,0.2,285
0,2.85994291305542,Euclidian,0.2,239
0,0.04745912551879883,Weighted Manhattan,0.2,285
0,0.08822989463806152,Combined Chebyshev Manhattan,0.2,239
0,0.10091614723205566,Combined Chebyshev Euclidian,0.2,239
0,0.10033822059631348,Combined Manhattan Euclidian,0.2,239
0,4.245293140411377,Chebyshev,0.30000000000000004,259
0,3.662951946258545,Manhattan,0.30000000000000004,343
0,4.331568241119385,Euclidian,0.30000000000000004,259
0,0.1325218677520752,Weighted Manhattan,0.30000000000000004,331
0,0.12851405143737793,Combined Chebyshev Manhattan,0.30000000000000004,259
0,0.15566325187683105,Combined Chebyshev Euclidian,0.30000000000000004,259
0,0.15126895904541016,Combined Manhattan Euclidian,0.30000000000000004,259
0,0.14491605758666992,Chebyshev,0.0,201
0,0.13132619857788086,Manhattan,0.0,201
0,0.1592099666595459,Euclidian,0.0,201
0,0.004288911819458008,Weighted Manhattan,0.0,201
0,0.005869150161743164,Combined Chebyshev Manhattan,0.0,201
0,0.006510019302368164,Combined Chebyshev Euclidian,0.0,201
0,0.006824970245361328,Combined Manhattan Euclidian,0.0,201
0,0.9836258888244629,Chebyshev,0.1,207
0,0.9314770698547363,Manhattan,0.1,223
0,0.9793410301208496,Euclidian,0.1,207
0,0.03648710250854492,Weighted Manhattan,0.1,223
0,0.03261995315551758,Combined Chebyshev Manhattan,0.1,207
0,0.0563352108001709,Combined Chebyshev Euclidian,0.1,207
0,0.038311004638671875,Combined Manhattan Euclidian,0.1,207
0,2.618590831756592,Chebyshev,0.2,225
0,1.2380950450897217,Manhattan,0.2,255
0,2.702622890472412,Euclidian,0.2,225
0,0.05827927589416504,Weighted Manhattan,0.2,255
0,0.08638477325439453,Combined Chebyshev Manhattan,0.2,227
0,0.10100126266479492,Combined Chebyshev Euclidian,0.2,227
0,0.10608315467834473,Combined Manhattan Euclidian,0.2,227
0,8.818850040435791,Chebyshev,0.30000000000000004,375
0,4.82036828994751,Manhattan,0.30000000000000004,465
0,9.357685089111328,Euclidian,0.30000000000000004,375
0,0.18579816818237305,Weighted Manhattan,0.30000000000000004,465
0,0.2572951316833496,Combined Chebyshev Manhattan,0.30000000000000004,361
0,0.30557966232299805,Combined Chebyshev Euclidian,0.30000000000000004,361
0,0.3118572235107422,Combined Manhattan Euclidian,0.30000000000000004,361
0,0.16261911392211914,Chebyshev,0.0,201
0,0.1510789394378662,Manhattan,0.0,201
0,0.1854112148284912,Euclidian,0.0,201
0,0.004354953765869141,Weighted Manhattan,0.0,201
0,0.0068242549896240234,Combined Chebyshev Manhattan,0.0,201
0,0.006681203842163086,Combined Chebyshev Euclidian,0.0,201
0,0.008590936660766602,Combined Manhattan Euclidian,0.0,201
0,1.4427247047424316,Chebyshev,0.1,203
0,0.7813348770141602,Manhattan,0.1,229
0,1.5053718090057373,Euclidian,0.1,203
0,0.04364609718322754,Weighted Manhattan,0.1,229
0,0.044922828674316406,Combined Chebyshev Manhattan,0.1,203
0,0.057041168212890625,Combined Chebyshev Euclidian,0.1,203
0,0.05467796325683594,Combined Manhattan Euclidian,0.1,203
0,4.4662768840789795,Chebyshev,0.2,241
0,2.7225799560546875,Manhattan,0.2,263
0,4.883971214294434,Euclidian,0.2,241
0,0.10108709335327148,Weighted Manhattan,0.2,263
0,0.1417548656463623,Combined Chebyshev Manhattan,0.2,241
0,0.1800708770751953,Combined Chebyshev Euclidian,0.2,239
0,0.17487716674804688,Combined Manhattan Euclidian,0.2,239
0,6.065840005874634,Chebyshev,0.30000000000000004,309
0,5.677098035812378,Manhattan,0.30000000000000004,395
0,6.2689008712768555,Euclidian,0.30000000000000004,309
0,0.20524907112121582,Weighted Manhattan,0.30000000000000004,395
0,0.19133782386779785,Combined Chebyshev Manhattan,0.30000000000000004,311
0,0.22328495979309082,Combined Chebyshev Euclidian,0.30000000000000004,327
0,0.23742198944091797,Combined Manhattan Euclidian,0.30000000000000004,327
0,0.15825510025024414,Chebyshev,0.0,201
0,0.14576101303100586,Manhattan,0.0,201
0,0.18186283111572266,Euclidian,0.0,201
0,0.004415035247802734,Weighted Manhattan,0.0,201
0,0.005988121032714844,Combined Chebyshev Manhattan,0.0,201
0,0.0070781707763671875,Combined Chebyshev Euclidian,0.0,201
0,0.006541728973388672,Combined Manhattan Euclidian,0.0,201
0,1.8725800514221191,Chebyshev,0.1,203
0,1.307271957397461,Manhattan,0.1,239
0,1.94028902053833,Euclidian,0.1,203
0,0.04814910888671875,Weighted Manhattan,0.1,239
0,0.05750298500061035,Combined Chebyshev Manhattan,0.1,203
0,0.05871224403381348,Combined Chebyshev Euclidian,0.1,203
0,0.0651252269744873,Combined Manhattan Euclidian,0.1,203
0,4.056046009063721,Chebyshev,0.2,227
0,3.230487108230591,Manhattan,0.2,261
0,4.611741304397583,Euclidian,0.2,227
0,0.12489604949951172,Weighted Manhattan,0.2,261
0,0.1293189525604248,Combined Chebyshev Manhattan,0.2,227
0,0.14827704429626465,Combined Chebyshev Euclidian,0.2,227
0,0.1538558006286621,Combined Manhattan Euclidian,0.2,227
0,5.6735680103302,Chebyshev,0.30000000000000004,291
0,3.7509419918060303,Manhattan,0.30000000000000004,311
0,5.838704824447632,Euclidian,0.30000000000000004,291
0,0.13751983642578125,Weighted Manhattan,0.30000000000000004,311
0,0.17080402374267578,Combined Chebyshev Manhattan,0.30000000000000004,291
0,0.19805598258972168,Combined Chebyshev Euclidian,0.30000000000000004,291
